time_s,position_m,velocity_mps,velocity_kmh,acceleration_mps2,motor_rpm,torque_left_nm,torque_right_nm,tractive_force_n,rolling_resistance_n,aero_drag_n,grade_force_n,net_force_n,battery_power_kw,mechanical_power_kw,power_limited
1.6500000000000001,9.674337297654441,11.5221270853876,41.47965750739536,6.499057415374704,2113.082558754503,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,175.64070283252124,0.0,1553.2747222745543,25.09366028302693,22.58429425472424,0.0
1.655,9.732029171299072,11.554622372464474,41.59664054087211,6.4949063750118246,2119.041981338111,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,176.6328014792494,0.0,1552.282623627826,25.164430696220915,22.647987626598823,0.0
1.6600000000000001,9.789883469491082,11.587096904339532,41.713548855622314,6.490746306685906,2124.997597553795,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,177.62705780914393,0.0,1551.2883672979315,25.235155907345916,22.711640316611327,0.0
1.665,9.847900088341614,11.619550635872962,41.83038228914266,6.486577238590142,2130.949399123209,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,178.62346508403164,0.0,1550.2919600230439,25.30583581809341,22.775252236284068,0.0
1.67,9.90607892373646,11.651983522065912,41.94714067943728,6.482399198950066,2136.8973777938572,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,179.62201655800956,0.0,1549.2934085490658,25.376470330461874,22.83882329741569,0.0
1.675,9.964419871336778,11.684395518060661,42.063823865018385,6.478212216023178,2142.8415253391304,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,180.62270547753582,0.0,1548.2927196295395,25.4470593467572,22.90235341208148,0.0
1.68,10.022922826579782,11.716786579140777,42.1804316849068,6.474016318098561,2148.781833558326,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,181.62552508151953,0.0,1547.2899000255559,25.5176027695929,22.965842492633612,0.0
1.685,10.081587684679462,11.74915666073127,42.296963978632576,6.469811533496503,2154.7182942766835,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,182.6304686014111,0.0,1546.2849565056642,25.588100501890594,23.029290451701534,0.0
1.69,10.140414340627288,11.781505718398753,42.41342058623551,6.465597890568129,2160.6508993454117,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,183.63752926129249,0.0,1545.277895845783,25.658552446880275,23.092697202192248,0.0
1.695,10.199402689192913,11.813833707851593,42.529801348265735,6.461375417695013,2166.5796406417157,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,184.64670027796737,0.0,1544.2687248291081,25.728958508100668,23.1560626572906,0.0
1.7,10.258552624924892,11.846140584940068,42.64610610578425,6.457144143288804,2172.5045100688253,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,185.65797486105123,0.0,1543.2574502460243,25.79931858939953,23.219386730459576,0.0
1.705,10.317864042151385,11.878426305656513,42.762334700363446,6.452904095790853,2178.4254995560227,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,186.67134621306138,0.0,1542.244078894014,25.869632594934025,23.282669335440623,0.0
1.71,10.377336834980865,11.910690826135466,42.87848697408768,6.448655303671835,2184.3426010586713,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,187.68680752950692,0.0,1541.2286175775685,25.939900429171022,23.34591038625392,0.0
1.715,10.436970897302837,11.942934102653826,42.994562769553774,6.4443977954313665,2190.2558065582402,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,188.70435199897892,0.0,1540.2110731080966,26.010121996887413,23.409109797198674,0.0
